id,text,playCount,shareCount,commentCount,authorMeta_name,authorMeta_nickName,authorMeta_verified,musicMeta_musicName,musicMeta_musicAuthor,musicMeta_musicOriginal,videoMeta_duration
6907228749016714497,Confidence went 📈,44800,50,68,ninakleij,Nina,False,Element,Pop Smoke,False,15
6875468410612993286,Quiet Zone... follow me on insta: joeysofo. Comment where you wanna see me blade next. Reply to @dwight_schnuute,838100,1817,936,joeysofo,JoeySofo ,False,Without Me,rapidsongs ,True,11
6898699405898059010,Iphone bend test🤗 #tiktok #viral #fyp #iphone #test #bend,15300000,21100,27100,jackeyephone,JackJacko,False,Pilfingerdansen - Remix,Sigurd Barrett,False,19
6902819837345533186,,94900,197,143,naomivaneeren,Naomi van eeren ✨,False,Justin Timberlake - Mirrors,Noah,True,13
6905635666588192002,小技です👟✨#tiktok教室#tutorial,115300,198,52,io.dreamer_mk,io. Dreamer,False,原聲,Mj.无名氏,True,22
6895497835681287426,Great rally 😍🏐❤️ show some love in the comments for them👉❤️🏐 #volleyball #volleyballlove #volleyballworld,2800000,2846,2732,the_volleyball_community,Volleyball community,False,Diamonds,Sam Smith,False,29
6895303013867539713,Oh no,62200,0,4,milanvannleeuwen,Milan,False,origineel geluid,🌹Rosalie🌹,True,11
6884590643327290625,#TimeWarpScan,81200,201,354,helen.c_,Helen,False,original sound,Moonpie,True,9
6906514963569888513,"Kendinizi yıpratmayın, DEĞMEZ 🤞🏻 #keşfet #tiktok #turkey #kadın #erkek #aldatma #seniniçin #beniöneçıkart #ortamısalla #mizah #boys #girls #türkiye",8071,1,54,sulekolik,@Şulekolik,False,Believer,Imagine Dragons,False,15
6894206452450217217,#kids #parents #funny,95800,716,94,pien.the.pug,Jans,False,Snort laugh,Lauren,True,15
6902751117805899009,Iknow maagdenvlies bestaat niet😄 #foryou #fyp #foryoupage #fy,39300,17,19,_ylvax,💘 Ylva Bloemsma 💘,False,WITHOUT YOU,The Kid LAROI,False,9
6886417103046380801,Ben hopelijk niet de enigste😭 #fyp #dutch #fy,65900,338,159,aylaisah,Ayla Umarella,False,origineel geluid,mememeiland,True,8
6883211681988627714,#stitch met @charlielifefitness vandaag in deze aflevering van “hoeveel TikTok kan ik kijken totdat ik mezelf compleet haat...” #dutch #humor,45700,26,68,gaaf_in,Gavin Reijnders,False,Jailhouse Rock,Elvis Presley,False,10
6892769736589888770,Wist jij dit? 👀 #sportplazagroenendaal #zwemmen #zwembad #glijbaan #badmeester #badjuf #werken #glijbaanchallenge,1200000,208,336,sportplazagroenendaal,SportPlaza Heemstede,False,Street Fashion Game,JVLES,True,13
6906571896683285761,Lets help the bacons #roblox #hacks #exploiting #bunbungirls,61500,92,1166,roblox_trollingexploits,Error 123,False,original sound,0,True,15
6907334602017344774,#dance #garrafa #horadearrasar #girl #challenge #musically #music,174400,470,267,jhullyduarte,Jhully Duarte,False,som original,Jhully Duarte,True,13
6883094233935252737,Welkom in Nederland🙋🏼‍♂️ #nederland #dutch #stamppot #voorjoupagina #fyp #foodmeme #flodder #15sworkout,346500,505,181,chef.lukeyluc,Chef.LukeyLuc,False,Originalton,Kattyyy🍁,True,8
6906818204966915330,Ben ik de enigste die dit doet? #foryou#pizzametananas#noticeme#xyzbca#viral#like#comment,71400,16,44,pizza_metananas,Nina,False,original sound - 🌸Ri Za🌸,🌸Ri Za🌸,True,11
6876318382703070465,"ඔන්න අද මගේ GF පෙන්නනවා,ලස්සනයි ද කියන්න බලන්න 😍😍පළමු වතාවට මගේ GF පෙන්නන්නෙ හැබැයි අන්තිමට",74700,10,188,_nisandu_kgnk_,Nisandu kaushalya💖,False,original sound,Nisandu kaushalya💖,True,15
6900948690186407170,tag de gierigaard van je vriendengroep! #ruinourfriendship #loversinstead #friendship #friends #dutch #funny,90700,104,209,pudding.broodje,I L S E,False,ruin our friendship,adam :),True,11
6875323773755657474,Makkelijk afvallen? #fatloss #gezond #fitness #fitdutchie #fitdutch  #vetverbranding #sportschool,48000,32,29,marc.koolen,Marc,False,origineel geluid,Marc,True,15
6884935459110178049,තරහයිද මා එක්ක 🥺 අත දැම්මානේ 😡,11300,0,15,himalkekulawala,Himal Kekulawala,False,Original Sound,Unknown,False,13
6892805816492084481,where my selfish bottoms at? #fyp #voorjou #netherlands #grindr #gay,46800,62,42,orangepotato56,👑,False,Blow Your Mind (Mwahchallenge),Dua Lipa,False,7
6886765050355289346,#fyp #foryou #xyzbca #foryoupage #boyfriend,50400,46,27,x.maruska0475,m-0475,False,origineel geluid,Selena ,True,9
6875370613523909890,Reply to @mvo97 #gains #bodybuilding #training,22000,0,19,marqsheino,Markus Heinonen,False,EverybodyMakesMistakes,Jason Wolbert,True,5
6890189236130073857,Can't he be lucky for one time?? #fyp #fy #foryoupage #foryou #voorjou #formula1 #f1 #racing #maxverstappen #redbullracing #crash #dnf #badluck #imola,55100,55,306,dyon.b,Dyon,False,hometown slowed down twenty one pilots,les,True,22
6901321371113032962,"Oeps, het bord stond nog aan! #areyoudumb #meester #foryou #school #fyp #docent #leerling",155600,27,127,meesterjesper,Meester Jesper,False,DUMB DUMB,1xbrock,True,8
6893611785295793410,guapas 😾🙌 #narutoshippuden #hokage #meituremi #pakura #karinuzumaki #twitor #amv #animeedit #foryoupage #_xny twixtor: @nejixc uwu,49200,220,156,by.shahori,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,False,sonido original,𝘽𝙮.𝙨𝙝𝙖𝙝𝙤𝙧𝙞,True,12
6904536120755768578,#worldcup #laliga #football #premierleague,11200000,954,527,jackblees,Alexia,False,Oh No,Kreepa,False,11
6888873392234056962,#like #comments #follow #🐍🐍🐍🐍🐍🐍🐍🐍 #👍👍👍 #fyp #foryou #foryoupage #standwithkashmir #share,943,3,8,anwarali0125,ANNU,False,original sound,Ahmad Baig,True,14
6879952519586450690,It’s a no from me. Be smart and work hard #fyp #foryou #foryoupage #gymshark #fitness #bodybuilder #supplements,44100,75,86,evan_holmes_,Evan Holmes,False,Say So (Instrumental Version) [Originally Performed by Doja Cat],Elliot Van Coup,False,52
6884933059758755073,#fyp #🐍🐍🐍🐍🐍🐍🐍🐍 #foryou #standwithkashmir #rizwandurrani57 @rehankhan3724,3456,2,3,rizwandurrani57,Rizwan Durrani,False,original sound,Rizwan Durrani,True,15
6895846066961337601,#fight#anime#animeedit#animefight#vs#berry#viral#pibes#parati#fyp,161600,6,80,maxzg7,Juan Gomez,False,nhạc nền - ⚡Acacia⚡,⚡Acacia⚡,True,5
6884933447480003842,#fyp #🐍🐍🐍🐍🐍🐍🐍🐍 #foryou #standwithkashmir                                     عشق وار خَتاَ دِ کم,5189,1,13,rizwandurrani57,Rizwan Durrani,False,Ishqa za tabah de krom, 🔥 SK ❤️,True,20
6883604590525156609,#Top10 Strongest #onepiece Characters by the end of the show. #anime #strongestcharacters #animeboy #luffy #zoro #animeedit #animeedits #animestiktok,197300,78,656,ernie.senpai,Ernie Senpai,False,original sound,Ernie Senpai,True,43
6886215675350666497,Absolute power is a helluva drug. #power #legday #boss #ceo #truestory #fitness,9315,6,23,benjamin_robert_graham,Benjamin_Graham,False,reality can he whatever i want,Mason Schlang,True,8
6899411430660001026,De qual gostas mais? Good guy 🙂 or Bad guy? 😏 #linhacongelante #timewarpscan #mirror #transition #dlaciebie #reflection #kapinha #sike #spooky #fyp,34700,2,23,kapinhaoficial,Kapinha,False,COPYCAT x Bad Guy,rapidsongs ,True,13
6898613799402753281,#kane #VeryBlackFriday #wwe #viral #memories #video #undertaker #fyp #goviral 🤘🏻🔥,96400,15,48,zl15_,Zak Langford,False,original sound,Zak Langford,True,25
6885861410329332998,Reply to @user26770788 #theboys #WorldSeries #GamingLife #foryou #fyp,64000,75,273,jonbezrouch,JonBezrouch,False,Falling,Trevor Daniel,False,44
6879772200065436929,Dejo el POV en sus manos xd(créditos a @..aguadeuwu ) #anime #animeedit #yumeko #billieeilish #bakugou #shoto #iidatenya #uraraka,47500,33,212,potofrio21,-.🧚‍♀️✨👵🏾✋🏿🧚‍♀️✨.-,False,What You Know Bout Love,Pop Smoke,False,21
6893119957534510338,vaieral vedeo please for you for youpage,1084,8,4,jibrankoko7,Jibran Khan,False,original sound,Jibran Khan,True,15
6881624031561354498,#duet with @brockfit__ - this is probably the wildest one I’ve seen personally. #strength #peopleareawesome #gym,61800,8,36,benjamin_robert_graham,Benjamin_Graham,False,original sound,Brock Hutchinson ,True,54
6896541657471241474,Передачи от первого лица😄#bellaforteens #ставрополь #футбол #football #рек #рекомендации #rec #recommendations @step__12,6599,10,37,krotik26,Krotik,False,оригинальный звук,Krotik,True,35
6884688821976354049,tá entrei na bad dps desse vídeo...(🚫ALERTA GATILHO🚫)#4upage #tradução #otaku #anime #animecasal #bad #animeedit #virall #fy,99400,1257,659,sasha.editsx,ninichan🦋,False,som original,ninichan🦋,True,32
6906870391466216709,#horadearrasar,64300,441,13,matheus__36,user890466908554,False,Palhação do Mal,MC Madan,False,13
6901020148426099969,#fypシ #amv #anime #animation #edit #haikyuu #hinatashoyo #weeb #animeedit,62300,228,126,piki__edits,PIKI,False,sonido original,PIKI,True,33
6898035916682710274,Un rival 😑😑 #zerotwo #darlinginthefranxx #animeedit #waifu #zerotwoedits,50900,445,147,un.simple_chico,Armando Ackerman,False,sonido original,Armando Ackerman,True,7
6901681280128208130,#jhope #junghoseok #ПорадуйМаму #검둥개 #bts_official_bighit #recommendations #방탄소년단 #глобальныерекомендации #р_е_к_о_м_и_н_д_а_ц_и_и #horse,18100,177,217,cinsubun_10,_cinsubun_,False,оригинальный звук,жена эйдана 🥺☂️🌠,True,10
6887645369895898369,🏹 | I’m having some of my charli cake from my bday 🥺 | 🏹 | @charlidamelio | 🏹 | #fyp #foryou #birthdaycake #charli #queen #cake #blm,173100,30,315,trexchars,zooba owns my heart <3,False,Photograph,60 Second Sounds🦋,True,15
6905029441760578818,Maar er is écht veel mis aan deze video🤯😫Deze juf is toe aan weekend! #groep8a #juf #foutekersttruiendag #tegroot #badhair #stokstruggles #iloveit,45700,4,69,ivananas_,Ivananas🍍,False,Jingle Bell Rock,MARIYA,True,8
6879842043880017154,AHHAHAHA #timewarpscan #drunkface,130100,175,87,stinaesther,Es,False,verified ppl r using this im crying buh bye,ᔕIᑎEᗩᗪ,True,9
6905761532039220482,#stitch mit @guinnessworldrecords #sonnelebensfroh#fy#fyp#fun,11100000,102700,11600,sonnelebensfroh,Sonnelebensfroh,False,Originalton,Sonnelebensfroh,True,12
6899136673347685634,Thank you so much for all the support!!,776800,308,421,relaxify,RELAXIFY | Oddly Satisfying,False,What You Know Bout Love,Pop Smoke,False,8
6894259747290123521,The dogs went right in after him 😅 @salty.bun,1500000,1107,1164,riovacci,Riovacci,False,original sound,Riovacci,True,29
6906170881626754309,"One day Zoe is going to be REALLY over my shenanigans, but for now I can still subject her to this kind of breakfast entertainment #hoodiechallenge",86200,93,297,joanna.rabon,joanna.rabon,False,KinjaBang,TroyBoi,False,12
6902412854188674306,I’m the combination #fyp #foryou #fy #voorjou #voorjoupagina #viral,63200,19,107,demiidejong,Demi de Jong •,False,Combination Taco Bell and Pizza Hut by Das Racist,Jinx ,True,15
6897664007780568321,And then this happened (see previous vid) 🥵 @debs_fl  #tiktokfriends #thirsttrap #missmarketing,35900,7,88,missmar29plus10,Miss Mar,False,original sound,jose,True,8
6879055868676132097,Is moraine lake on your bucket list? #alberta #canada #travelcanada #travelalberta #banff #morainelake,654200,6076,694,theglobewanderers,Jake and Kaylee,False,Sweet Dreams (A cappella),Holly Henry,False,10
6882975789143379201,De @2e persoon heeft smetvrees en de @4e persoon laat alles liggen😂 @marito.dorito  #jufjoyce #verhuisvlog #teacher #comedy #yesidothecooking,34800,1,257,jufjoyce,Juf_Joyce,False,cook clean plot twist tyananana,tyana,True,10
6875639469563759873,#POV: Je wilt niet dat je ex je ziet op een feestje en vraagt mij om hulp.. #voorjou #tiktoknl #viraal #ios14,47300,33,110,justinvanr,Justin,False,die for you,favsoundds ,True,15
6896962911969758466,Hard work 🏆💪 #fyp #foryou #fy #freestylefootball #skills,44700,22,26,laurafreestyle_,Laura Dekker,False,original sound,lindsn21,True,14
6906814891034823938,#mask #vindiesel #KFCMakeItLegendary #vibewithvin #funny,19100000,13700,0,im_vindiesel,Vindiesel_FP,False,Overwhelmed remix by Itsluxcity Christian Gates,Chri$tian Gate$,True,8
6879756807481363714,#not #twisting #hand,246700,82,12,marijn.kuipers,Marijn.Kuipers,False,original sound,Sajjad Hamayun,True,8
6905705430886944002,Heujjj gelukt! #hinkebeentje #hatseflats #KerstInHuis #fyp #fy #vjp #vj #daarbenikweer #athome,49400,114,39,adkonings,HandbalAdje,False,original sound,kal :),True,10
6884970166489271557,CHEST DIP TIPS. Work that chest 💪🏻✨ #fyp #foru #fitnessgirls #HorrorTok #DoItBold #fitnesstips #chestdips #chestworkout,99600,27,60,sarah.annne,sarah ,False,original sound,sarah ,True,21
6902680579989359874,Wanneer kwam jij erachter? 🤷‍♂️ #rijst #lifehack #foodhack,246400,440,380,sterkindekeuken.nl,SterkInDeKeuken.nl,False,Mission Impossible Theme (Movie Trailer Mix),Dominik Hauser,False,19
6897704483288124673,Watch till the end 😨 @snappersociety @kaliturbo,582400,729,490,riovacci,Riovacci,False,original sound,Riovacci,True,15
6891973965238111489,"Видимо опять придётся доказывать, что звук мой😂 #рек #рекомендации #хочуврек #recommendations #keşfet #billieeilish #lovely",55500,31,111,eskimonapalocke,ESYA,False,Fill in Billies voice,Naomy. 🦋,True,15
6881218787157216514,Picobello bv #fy #fyp #voorjou #voorjouwpage #follow #viraal #gekkies #internetgekkies #picobello #hallo #lachen #nederlands,171200,689,31,danny07251,Danny backup,False,origineel geluid,Danny backup,True,17
6906604842081357057,Kookie cuz my movie doesn't have a name😜😂 #jungkook #bts #armybts #bts_official_bighit @bts_official_bighit,70100,240,264,kim.sahar,kim.sahar,False,original sound,kim.sahar,True,59
6895890526185213186,රැවුල වැවෙන්න බෙහෙතක්😇😇😇😇,58500,18,17,dineshbandara08,Dinesh Bandara,False,original sound,Dinesh Bandara,True,37
6904279792388984066,Our #Colombian ⭐️ is back! 🕺 #Sinisterra #Feyenoord #Soccer #Training #FY #Celebrate #Football #ForYouPage,103000,38,124,feyenoord,Feyenoord,True,#Slomo Trans,🪐☁️✨🌻,True,11
6903247940127640834,I feel so sorry for you George💔 #georgerussell #mercedes #f1 #formula1 #fy #foryou,197200,518,414,funniest.f1.moments,F1 moments,False,This City,Sam Fischer,False,9
6895453128989101313,,44000,0,95,mfaabdallah,Mfa Abdallah,False,original sound,Mfa Abdallah,True,24
6905505804959452417,Ben even vergeten part 2? #qucee #viral #foryoupage #foryou #peterpiet,198500,349,52,quceememepies,Qucee memepies,False,original sound,Qucee memepies,True,59
6902725059429911809,بكري ماهمو الا مرتو. والاكل 💔🥺ياخسارة  الشكلاطات بس,124000,57,213,mo.rab,mo.rab,False,original sound,mo.rab,True,15
6903809474268646658,Ответить пользователю @anwexte вот богиня темари) #naruto #temari #shikamaru #gaara #anime #animeedit #recommendations #fyp,102400,110,86,xaaku,haku,False,hi_hi_cutiepie corpse,🕊,True,11
6884981528430988546,#horadearrasar,109200,313,195,blakizim.3xp,@blakizim.3xp,False,Rave na Praia,MC Teteu,False,13
6908111363365768453,#vibe #drums #fun #duet #fyp #happy #music,89500,860,469,detroitnomad,Detroit Nomad,False,original sound,Detroit Nomad,True,59
6906845094473649410,MORE GLOBBLES #ASMR #GLOBBLEASMR,1800000,377,2637,kylethomas,kyle thomas ✌️,True,original sound,kyle thomas ✌️,True,53
6879440891853982978,#horadearrasar,66600,224,186,jesus_reina.oficial,Marianajustino,False,som original,gaabyoficial_,True,13
6902396851106925825,Вот и туториал ✔️ #туториал #аниме #наруто #naruto #anime #animeedit #рек #limonka_pechenka #ПорадуйМаму #ДавайБросать #рекомендации,6458,5,24,limonka_pechenka,💥 ДеЙдАрОчКа 💥,False,Coffee for Your Head,Vinyll,False,60
6877337975030598917,Reply to @jakedyang #checkitout,63700,19,131,kadds.pov,Jordan Kadoora,False,Lets Link,WhoHeem,False,37
6907233534893640965,#horadearrasar #fy #foryou #tiktok,139300,198,150,lumadiniz_,Luma Diniz,False,Oh My God,Edy Lemond & DJ Guuga & DJ Lucas Beat,False,13
6876760427229957377,Será que temos estilo?? #horadearrasar #diadecao #bulldogfrances #frenchie,83200,17,38,bulldoguitass,bulldoguitass,False,som original,bulldoguitass,True,13
6886872042411494658,spain but without the s #helloworld #animeedit #helloworldanime #animereccomendations #fyp #fypシ #foryoupage #amv #sadanime #romanceanime #weeb #otaku,202200,915,408,angel_waifu,✨,False,original sound,✨,True,13
6900302214896618757,Reply to @boiledleche like and comment if you want me make more videos about scummy things gnc does #gnc #fyp #gym #fitness #muscle #SmallBusiness,53800,56,106,zachlagana,ZachLagana,False,original sound,ZachLagana,True,58
6884265104637005057,❗Дети Моря❗#детиморя #edit #эдит #recommendations #рекомендации #globalrecommendations #recomendation #anime #animeedit #аниме #антмеэдит,198500,457,578,applepi.owo,UwU,False,Always Forever,Cults,False,15
6880877914078842113,#foryou #foryou #foryou,3854,1,2,whomustafa5,Mustafa hassan,False,original sound,princessmaida,True,15
6899884198279073025,O mundo girou     #horadearrasar #fy #fyp #foryou #geraçãotiktok #trans #foryoupage #pravoce  #acre #homemtrans #lgbtqi #omundogirou  #viral,1900000,1197,2397,kaiogray,Kaio,False,som original,army ,True,13
6903738407227297026,උස්සපු එකාව අහු උනා,10400,0,93,sl.notiya2,ᴿᴰ᭄♤sʜᴀᴅᴏᴡ ♤™,False,Pem Huta Pata පෙම් හුට පටRotz x CleNoise x Mi,SHASHU,True,9
6881838035051269377,Mikasa Ackerman [shingeki no kyojin] Disculpen la calidad :( #attackontitan #snk  #mikasa #anime  #animeedit #shingekinokyojin,1300000,5762,3030,annie.dess,⚠️,False,오리지널 사운드 - 백동욱🌈,백동욱🇰🇷,True,8
6908309278365404418,Viral kyu nhi ho rha mein?🥀💔...Foryou? #raplikechester #jontysquad #faheemsajjad07 #standwithkashimr #slowmo #transition #viralvideo,12800,18,38,faheemsajjad07,𝓕𝓪𝓱𝓮𝓮𝓶 𝓢𝓪𝓳𝓳𝓪𝓭🥀,False,original sound,Haydar Malik 👑,True,14
6901815472178646274,Novia de alquiler. ♥️ #kanojookarishimasu #rentagirlfriend #waifu #kawaii #otaku #anime #animeedit #girlfriend,345000,1348,972,yuki__no__hana,「  Dylan ★⁷ 」,False,Woah people are using this,i do edits ‘n stuff,True,15
6877036154982616321,end miss NH karna #foryou #foryoupage #fyp #satndwihkashmir #fyp #sameerkahn,1896,8,4,sameerkhandj11,sameer khan,False,original sound,sameer khan,True,15
6902010787800370433,#drawing,12900000,30600,1960,nuri100100,NURI,False,Rocky: Eye of the Tiger,Best Movie Soundtracks,False,29
6889774570367192322,,1200000,362,829,n.ieke,nieke 🏳️‍🌈,False,destroy things goo goo gaga,haillee,True,14
6876835225989664002,That got shakey #fyp #fitness #gym #squat #powerlifting #powerliftingmotivation,1500000,1975,1473,mattvena,Matt Vena,False,Beast,Rob Bailey & The Hustle Standard,False,21
6888753654594145537,Those booty slaps though 🍑 #indoorcycling #indoorcyclinginstructor #soulcycle #fyp #foryourpage #xyzbca #beyonce #crazyrightnow #lit #fire,3300000,34100,3502,naughty.fitness,Harry French,False,Crazy in Love Aaar Remix,✖️ MUCIO MATA ✖️,True,19
6901670973137898753,heb nu ong 100+ draften maar tis gelukt hoor pfoe #foryou #fy #netherlands !!,196900,133,176,lisakocken_,Liess,False,BILLIE JEAN X BOO X F IT UP VMESHBEATS MASHUP,Varoon Ramesh,True,15
6888474204623195397,20 minutes of this workout paired with a calorie deficit will have your abs popping! #fyp #fypp #hiit #hiitworkout #bodybyberg,269900,1153,81,bodybyberg,Josh Goldberg,False,Where Is The Love?,The Black Eyed Peas,False,9
6907692740469902593,I m s o r r y,623000,286,843,jadeanna_,Jade Anna,False,Gods Plan Slowed,︎ ︎,True,10
6881662658794294529,Dit ziet er echt raar uit 😱😂 #bawzarmy #foryoupage #fyp,252600,133,448,joran.bawz,Joran Bawz,False,Run free,Deep Chills feat. IVIE,False,11
6889502513469410565,#animeedit #anime #weeb #love #family #friends #recommendations #workout #gym #weight #relatable #facts #pain,326400,13,226,helaxy02,helaxy02,False,original sound,helaxy02,True,19
6885802277555293441,Voor voetbal vragen moet je niet bij mij zijn 🤓 #fyp,117800,182,62,xrooom_,Romy ,False,origineel geluid,De lama’s🤩,True,18
6893192903749913858,The boys were proud once more 💕 #fyp #foryoupage #foryou #MotivationMonday #gym #athlete #fitness #workout #tiktok #fanedit #myhobby #motivation #abc,26200,10,75,braydencarelius,Brayden Carelius,False,ओरिजिनल साउंड,BROCK LESNAR,True,16
6898791307016146177,Hier geloven deze meiden in: geesten  #قران #nederland #koran #trending #arnhem #trends #foryou #tik #trending #foryoupage,97900,63,222,abdeentube,Abdellatif Ouisa ,False,origineel geluid,Abdellatif Ouisa ,True,40
6886517104871279874,Wel een hele creatieve opmerking meneer!,59400,80,64,brittelisabethh,Britt,False,i feel kinda freeee,Sam Craft,True,7
6901195423273291009,That’s it. 💅 #horse#horsegirl#equestrian#equestrianlife#horsememes#horsesoftiktok,132800,162,742,ace_equestrian,Alanna Clarke,False,ruin our friendship,adam :),True,11
6905831259478461698,#fyp #covid2020 #yolo,62900,32,104,julyaimee,July 🦋,False,Walk Challenge,Melvyn MAJONA,True,13
6892756720829893890,Vergeet niet op het plusje te klikken ➕😉volg me ook op insta 📸 en niet te vergeten blijf lachen☺️  #foryou #fy #foryoupage #herkenbaar,57200,106,73,twanuit,Twan Uitdewilligen,False,origineel geluid,Twan Uitdewilligen,True,8
6904909762027195649,#පොඩි බඩගින්නක් #ඇවිල්ලා ඒයාට #vedio #කරනවා_ දැකලා #දුවනවා 🤭🥰🥰🥰#Mine @dula__girl98,31300,1,8,blackztoplasith2,Błâćkžtóp Lasith,False,original sound - Kelum Dissanayake✍️,Kelum Dissanayake✍️,True,15
6888254914754006274,TRUE FACT 😂 Welke telefoon heb jij? ✨ #fyp,43700,198,257,allyshavandijk,Allysha Van Dijk,False,original sound - Cece Ko,Cece Ko 씨씨코,True,9
6903552918159379713,Koe 🐮 #koe #mindfuck #snelheid #jajajaja #ja #lachen #dochter #queensover30 #queensonfyp @marrrittt,126400,119,48,jeanetkuiper,Jeanet,False,origineel geluid,Jeanet,True,15
6894393861238557954,,10600,61,13,nipuna610,නිපුන සම්පත් 😜,False,original sound,💖පිස්සු කොල්ලා💖,True,14
6877530962742217985,Break some ankles in FIFA 21. 😉 #FIFA21 #FIFASkills,2700000,15000,347,ajaxesports,AjaxEsports,True,Freestyler,Bomfunk MC's,False,13
6884265711980645634,"Zelfde meid 1,5 jaar later 😂😅 #korthom #foryou #fyp #schooltour",2400000,1762,1051,korthom,Thomas Brok (Tom),True,original sound,Thomas Brok (Tom),True,6
6893183413965147394,Reply to @nic23052 meet Anna The Warrior Of Strength 🖤💪🏻 #4yp #foryou #gloryxv #limitededition #fyp #blowthisup #transition #JDWonderland #blessed,31800,9,96,gloryxv_uk,GLORY XV,False,Originalton,suneysounds,True,15
6885774617479302402,Lopen #fyp #voorjou #dutch,58900,15,7,jantt7,Jantt7,False,Superman,Goldfinger,False,7
6899811757322194177,🤣🤣😭 #daniilkvyat #tororosso #f1 #formula1 #fy #foryou,58300,102,51,funniest.f1.moments,F1 moments,False,original sound,F1 moments,True,25
6882598038947286274,almost  33 reps😤.beat me if you can #duet #sportlover #challenge,202400,91,747,_tb98_,®*¥TB¥*®,False,original sound,ULISSESWORLD,True,30
6894926988453186817,“omg” #danielricciardo #maxverstappen #redbull #f1 #formula1 #fy #foryou,103600,96,27,funniest.f1.moments,F1 moments,False,Shh (Young Fanatic),Jessika Farrell,True,11
6895741298297359617,🤭🤣 #valtteribottas #mercedes #f1 #formula1 #fy #foryou,331900,1508,97,funniest.f1.moments,F1 moments,False,original sound,F1 moments,True,15
6903050763124215042,#horadearrasar #ambev #tiktok #brahma #horadearrasar,48800,30,327,allansalesn,Allan Sales,False,som original,djlucasbeat,True,13
6905530005711768833,"MY MUM HEARD ME also, please go donate in the donate link in my bio if you can ❤️ animals lives matter too!!",1100000,156,1969,kylethomas,kyle thomas ✌️,True,original sound,kyle thomas ✌️,True,15
6904391934735944961,SÍGUENOS EN INSTA:DulcesGemelas💕 #gemelas #destacame #trend #fyp #challenge #dancechallenge #baile #twins #outfits #viral #dance #funny,215600,57,80,dulcesgemelas,DulcesGemelas,False,sígueme en javiervillalobostheis,Javier Villalobos ,True,11
6890553472937200898,💗💗💗❤️🔥   #dance #baile #viral #video #boy #lgbt #latino #slowmo #slow,45500,8,41,geer_franciosii,Geer✨,False,Lilnext_ en Instagram,Lil Next,True,11
6881035542830550278,Silent conventional tings #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,71400,25,122,timmytimmadome,Tim Thebodeau,False,original sound,Tim Thebodeau,True,17
6886011511391718657,Loudest pops in WWE history Pt. 1 #fyp #foryoupage #HBK #shawnmichaels #MickFoley #StoneCold #leagueofnations #wwe #wwf,148200,61,22,officialjesuschrist0,Jesus,False,original sound,Jesus,True,23
6908031436243225858,#stitch mit @malkimeansking #foryou #viral #fy #fyp #foryoupage,5400000,18300,7471,rapperedits1244,MY PAGE,False,Drip Like ME,Kenndog,False,9
6886383962885737730,Insta par aao bt krte hain 😍♥️ #transition #foryou #foryoupage #fyp #tiktokindia #duet #acting #slowmo #love #burhan_tv #featureme #viral #famous,6893,78,5,mrsheziii_110,♥️🥀شیزی🥀♥️,False,original sound,♥️🥀شیزی🥀♥️,True,18
6882817271899770114,Reply to @mrpathan_1  main karachi se hu Jo b ham se millna chahta hai insta pe bat karenge#vairal #100k #illu #foryou #foryoupage #fyp,23100,7,66,wajidkhan2025,wajid khan,False,original sound,wajid khan,True,13
6880986381309562118,#duet with @_devinnscott care if I just vibe with y’all #vibes #vibecheck,166600,114,469,jesse_jones,Jesse Jones,False,original sound,Chris Tubbs,True,17
6881841137934454017,,22700,8,20,nomankhan8671,Noman_khan_Nomi,False,original sound,👑Shahsaud 👑,True,14
6889769067306061057,Flash Warning #animeedit #edit #anime #fyp #recommendations #rec #tokyoghoul #kaneki,50300,380,70,vniz_edits,Back Maxim,False,Stupid horse by 100gecs dogwives breakneck remix,𝘼𝙠𝙖𝙯𝙖 𝙎𝙪𝙥𝙧𝙚𝙢𝙖𝙘𝙮,True,9
6883070138279677186,friends ka liya kuch b karna padta hai and Tak dekho acha song hai #vairal #100k #illu #foryou #foryoupage #fyp,27600,28,87,wajidkhan2025,wajid khan,False,original sound,wajid khan,True,29
6878668790503116038,@skywalker87x @donalemiles #army #military #help #usarmy #veteran #AltRocktober #OikosOneTrip #marines #fyp #foryou,102900,121,1112,dirtybirdfitness,Deantoni Littleton,False,original sound,Deantoni Littleton,True,57
6893935935684185346,#horadearrasar fiz tb 😀#horadearrasar #foryou #fyp #viral #tiktokbrasil #tiktok #3tambores #horse #horses #sentanofazendeiro #fazendeiro,73600,18,30,anabeamaral,Ana Be,False,Senta no Fazendeiro,Mc Jacare,False,13
6881719705028021509,Reply to @akabutt #greenscreen  army #marines #military #navy #airforce #coastguard #firyou #GimmeSomeTruth #StrapBack,56800,59,562,jonbezrouch,JonBezrouch,False,original sound,JonBezrouch,True,55
6904976916437044482,responding to @stressinabox’s video!! ❤️✨ thank you for the advice!!,291200,33,406,kylethomas,kyle thomas ✌️,True,original sound,kyle thomas ✌️,True,59
6880203069192211713,Reply to @julius_augustsson - this is my current total. Baby steps. One day I’ll be strong. #strength #lift #gym #squat,30300,3,55,benjamin_robert_graham,Benjamin_Graham,False,original sound,Benjamin_Graham,True,12
